DATE,AMOUNT,DESCRIPTION,CATEGORY,CATEGORY GROUP,ACCOUNT,TO ACCOUNT,PROJECT,NOTES
"2022-04-18",-6,"SQ *CLAN ENTERTAINMENT Glasgow 02708962106343835127712","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-18",-47,"B & Q 1361 PERTH 85481472106396932993491","Garden","Household","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-18",-21.4,"CHILLI PEPPER PERTH GBR 05272472106910020386078","Eating out","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-18",-10,"SumUp *Tammy Barbers PERTH GBR 85230742106215349127446","Liam","Gifts and giving","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-15",-57.85,"B & Q 1361 PERTH 85481472104396340876785","Home improvement","Household","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-14",-7.95,"EQUIFAX LTD EQUIFAX.CO.UK","Insurance","Household","489396XXXXXX2001","N/A","N/A",""
"2022-04-14",-16.2,"TESCO STORE 3008 PERTH 3 GBR 05130862104910021706957","June","Gifts and giving","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-14",-11.4,"MARKS&SPENCER PLC SF INVERALMOND GBR 05130862104910050545649","Groceries","Shopping","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-14",-15,"INFINITY21 LTD LISBURN LND 85383902103000006504097","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-13",-4.95,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",""
"2022-04-13",-39.5,"WWW.FIFEFLYERS.CO.UK ROSSLYN ST., FIF 85383902102000002059030","Eating out","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-13",-46.38,"B & Q 1361 PERTH 85481472102395798663317","Home improvement","Household","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-12",-82.51,"TESCO PAY AT PUMP 3796 PERTH 3","Fuel","Transport","489396XXXXXX2001","N/A","N/A",""
"2022-04-12",-22.97,"INTEREST CHARGED","Service fees & bank charges","Bills and utilities","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-12",-2.79,"MERCHANDISE INTEREST","Service fees & bank charges","Bills and utilities","489396XXXXXX2001","N/A","N/A",""
"2022-04-11",-50.4,"Payment to SELECT CREDIT CARD 2022-04-10","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-04-11",100,"PAYMENT RECEIVED - THANK YOU 020707043605369656GBP","Credit card payments","Transfers","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-11",50.4,"PAYMENT RECEIVED -- THANK YOU","Credit card payments","Transfers","489396XXXXXX2001","N/A","N/A",""
"2022-04-11",-85,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-04-11",-21.4,"Time2Dine Glasgow 75189002100000178416897","Eating out","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-11",85,"PAYMENT RECEIVED -- THANK YOU","Credit card payments","Transfers","489396XXXXXX2001","N/A","N/A",""
"2022-04-11",-100,"Payment to SAINSBURYS CLASSIC","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-04-11",-15,"CLEANCUTSPORTS COVENTRY LND 85383902100000004715060","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-11",-25.4,"WWW.CLANIHC.COM COLINDALE","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-04-11",-4.2,"Blue Lagoon Glasgow GBR 72702822100002913606523","Eating out","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-11",-4.53,"SPAR STANLEY GBR 05272462100910025121907","Groceries","Shopping","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-11",-10,"SQ *CLAN ENTERTAINMENT Glasgow 02708962099171962570662","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-11",-6,"SQ *CLAN ENTERTAINMENT Glasgow 02708962099343823274129","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-08",-17,"NORMANDY HOTEL RENFREW","Entertainment","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-04-08",-17.8,"NORMANDY HOTEL RENFREW 85481472097394561661563","Entertainment","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-08",-2,"NYA*Excel Vending Ltd 01355269999","Entertainment","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-04-08",-17.8,"NORMANDY HOTEL RENFREW 85481472097394561660888","Entertainment","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-08",-2,"NYA*Excel Vending Ltd 01355269999","Entertainment","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-04-08",-13.7,"NORMANDY HOTEL RENFREW 85481472097394561661555","Entertainment","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-08",-2,"NYA*Excel Vending Ltd 01355269999","Entertainment","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-04-08",-9.3,"NORMANDY HOTEL RENFREW 85481472097394561661548","Entertainment","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-08",-2,"NYA*Excel Vending Ltd 01355269999","Entertainment","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-04-07",-9,"NORMANDY HOTEL RENFREW 85481472097394576950803","Entertainment","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-06",-7.14,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",""
"2022-04-06",599.82,"PAYMENT RECEIVED -- THANK YOU","Credit card payments","Transfers","489396XXXXXX2001","N/A","N/A",""
"2022-04-06",28.1,"DIRECT DEBIT RECEIVED, THANK YOU 0512687209100000000318","Credit card payments","Transfers","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-06",-28.1,"Direct debit SAINSBURYS BANK PL 400250 41418467","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-04-06",-113.1,"Direct debit V12 RETAIL FINANCE 200816 70025127","Loans","Repayments","070436 XXXX9656","N/A","N/A",""
"2022-04-06",-599.82,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-04-05",-159,"TVLICENSING.CO.UK 3007906071","TV & internet","Bills and utilities","489396XXXXXX2001","N/A","N/A",""
"2022-04-04",-10,"SQ *CLAN ENTERTAINMENT Glasgow 02708962092343812865330","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-04",-25,"Standing order MORTGAGE 070094 44444445 2022-04-03","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",""
"2022-04-04",-54.22,"AMZNMktplace amazon.co.uk","General merchandise","Shopping","489396XXXXXX2001","N/A","N/A",""
"2022-04-04",-78.11,"W M MORRISON PETRO PERTH 85481472092393126317963","Fuel","Transport","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-04",-878.24,"To mortgage a/c A MACNAIR 72663742203 2022-04-03","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",""
"2022-04-04",-8.68,"AMZNMktplace amazon.co.uk","Tanski","Gifts and giving","489396XXXXXX2001","N/A","N/A",""
"2022-04-04",-15,"BELFAST GIANTS BELFAST LND 85383902091000008997376","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-04",-23.85,"Direct debit LV PET 300002 00128223","Tanski","Gifts and giving","070436 XXXX9656","N/A","N/A",""
"2022-04-04",-3.74,"AMZN Digital*290L96QY4 353-12477661","Tanski","Gifts and giving","489396XXXXXX2001","N/A","N/A",""
"2022-04-04",-12.04,"TESCO STORE 3008 PERTH 3 GBR 05130862094910016766794","Liam","Gifts and giving","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-04-04",-24.35,"Direct debit AIG LIFE LTD 400250 81392549","Household insurance","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-04-04",-62.92,"TESCO PAY AT PUMP 3796 PERTH 3","Fuel","Transport","489396XXXXXX2001","N/A","N/A",""
"2022-04-04",-94.9,"Direct debit OCTOPUS ENERGY 400328 43807509","Utilities","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-04-04",-25.4,"WWW.CLANIHC.COM COLINDALE","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-04-04",-135.14,"Direct debit BT GROUP PLC 200000 10596159","TV & internet","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-04-01",-235.82,"Payment to PERTH & KINROSS CO 834700 11570174","Council Tax","Household","070436 XXXX9656","N/A","N/A",""
"2022-04-01",-289.85,"Direct debit RCIFINSERV-OMEGA 601732 10616098","Car Loan","Transport","070436 XXXX9656","N/A","N/A",""
"2022-03-31",-13,"Monthly Account Fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-03-30",-15,"INFINITY21 LTD LISBURN LND 85383902088000006228589","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-30",-4.95,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",""
"2022-03-30",-45,"Direct debit PAYPAL PAYMENT 609242 40317401","June","Gifts and giving","070436 XXXX9656","N/A","N/A",""
"2022-03-29",-16,"MARINI'S PERTH 55541962088941001817239","Eating out","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-29",-42.35,"B & Q 1361 PERTH 85481472087391624679832","Home improvement","Household","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-29",-50.29,"B & Q 1361 PERTH 85481472087391624678289","Home improvement","Household","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-28",-25.4,"WWW.CLANIHC.COM COLINDALE","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-03-28",-67.23,"Direct debit EE LIMITED 400250 41254987","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-03-28",-6,"SQ *CLAN ENTERTAINMENT Glasgow 02708962085171950549260","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-28",-14.54,"NAS SCOTLAND PEOPLE EDINBURGH","June","Gifts and giving","489396XXXXXX2001","N/A","N/A",""
"2022-03-28",-13,"Payment to DIRECT SHINE","Home maintenance","Household","070436 XXXX9656","N/A","N/A",""
"2022-03-28",-14.99,"Premier Media Broadcas Dublin IRL 15265672085000172290738","TV & internet","Bills and utilities","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-28",-16.49,"HPI INSTANT INK UK WWW.HP.COM","Printing","Business","489396XXXXXX2001","N/A","N/A",""
"2022-03-28",-60.4,"PASCO LIMITED PERTH PH2 55203342085532008060332","Eating out","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-25",-9.06,"SPAR STANLEY","Groceries","Shopping","489396XXXXXX2001","N/A","N/A",""
"2022-03-25",-15,"INFINITY21 LTD LISBURN LND 85383902083000007625937","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-25",-80.88,"ASDA PETROL/UPT 4960 PERTH","Fuel","Transport","489396XXXXXX2001","N/A","N/A",""
"2022-03-25",-12.95,"CHILLI PEPPER PERTH GBR 05272472084910020500575","Eating out","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-25",-1.04,"KFC-INVERNESS MILBURN INVERNESS GBR 05272462084910015006951","Eating out","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-25",-13.72,"KFC-INVERNESS MILBURN INVERNESS GBR 05272462084910015006662","Eating out","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-24",-12,"Direct debit PAYPAL PAYMENT 609242 40317401","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-03-23",-7.99,"Amazon Music*217XA8QG4 amazon.co.uk","Online services","Bills and utilities","489396XXXXXX2001","N/A","N/A",""
"2022-03-23",-7.14,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",""
"2022-03-22",-3450,"MY NATIONWIDE","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",""
"2022-03-22",-79,"Amazon Prime*2152285Z4 amzn.co.uk/pm","Online services","Bills and utilities","489396XXXXXX2001","N/A","N/A",""
"2022-03-22",3450,"Transfer from A MACNAIR 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-03-22",323.85,"PAYMENT RECEIVED - THANK YOU 020707043605369656GBP","Credit card payments","Transfers","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-22",-52.5,"AMZNMktplace amazon.co.uk","General merchandise","Shopping","489396XXXXXX2001","N/A","N/A",""
"2022-03-22",-390.1,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-03-22",390.1,"PAYMENT RECEIVED -- THANK YOU","Credit card payments","Transfers","489396XXXXXX2001","N/A","N/A",""
"2022-03-22",-323.85,"Payment to SAINSBURYS CLASSIC","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-03-21",-70,"ALISTAIR MACNAIR 300000000909641776","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",""
"2022-03-21",-25.4,"WWW.CLANIHC.COM COLINDALE","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-03-21",70,"Bank credit A MacNair 804735 11002165 2022-03-20","Transfers","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-03-21",-6,"SQ *CLAN ENTERTAINMENT Glasgow 02708962079343792397228","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-21",-15,"INFINITY21 LTD LISBURN LND 85383902077000007123410","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-21",-13.98,"WESTBURNS LIMITED- 012 BASILDON GBR 15122622078000723320213","June","Gifts and giving","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-21",-11.99,"GOOGLE YouTubePremium London GBR 15265672077008384405853","Online services","Bills and utilities","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-18",4620.6,"LLOYDS BANK PLC 80042569","Salary","Income","Mr Alistair MacNair","N/A","N/A",""
"2022-03-18",1100,"Bank credit A MacNair 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-03-18",-80,"CLAN ENTERTAINMENT LTD GLASGOW LND 85383902076000002427395","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-18",-1100,"ALISTAIR MACNAIR 500000000905400568","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",""
"2022-03-18",-1100,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-03-18",-63.56,"Expedia London GBR 15265672076002676544942","Entertainment","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-18",1100,"PAYMENT RECEIVED -- THANK YOU","Credit card payments","Transfers","489396XXXXXX2001","N/A","N/A",""
"2022-03-16",-4.95,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",""
"2022-03-16",-35,"Amazon.co.uk*216V80ZT4 AMAZON.CO.UK","Home improvement","Household","489396XXXXXX2001","N/A","N/A",""
"2022-03-14",-10,"SQ *CLAN ENTERTAINMENT Glasgow 02708962071343780689634","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-14",-130,"Macnair","Home improvement","Household","070436 XXXX9656","N/A","N/A","Blinds"
"2022-03-14",-20.98,"PETS AT HOME LTD STOCK HANDFORTH","Tanski","Gifts and giving","489396XXXXXX2001","N/A","N/A",""
"2022-03-14",-4,"SQ *CLAN ENTERTAINMENT Glasgow 02708962071171937544885","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-14",-7.95,"EQUIFAX LTD EQUIFAX.CO.UK","Insurance","Household","489396XXXXXX2001","N/A","N/A",""
"2022-03-14",-44,"DUNDEESTARS.COM EDINBURGH ANG 85383902071000003092995","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-14",-15.38,"KHAN TAKEAWAY SCONE","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-03-11",-16.73,"INTEREST CHARGED","Service fees & bank charges","Bills and utilities","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-11",-23.52,"MERCHANDISE INTEREST","Service fees & bank charges","Bills and utilities","489396XXXXXX2001","N/A","N/A",""
"2022-03-10",-15,"CLEANCUTSPORTS COVENTRY LND 85383902068000006897023","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-10",-16.99,"AMZNMktplace amazon.co.uk","Tanski","Gifts and giving","489396XXXXXX2001","N/A","N/A",""
"2022-03-09",-7.14,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",""
"2022-03-09",28.93,"DIRECT DEBIT RECEIVED, THANK YOU 0512687206300000000314","Credit card payments","Transfers","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-09",700,"PAYMENT RECEIVED -- THANK YOU","Credit card payments","Transfers","489396XXXXXX2001","N/A","N/A",""
"2022-03-09",-28.93,"Direct debit SAINSBURYS BANK PL 400250 41418467","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-03-08",-700,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-03-07",-15,"INFINITY21 LTD LISBURN LND 85383902065000004659576","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-07",-113.1,"Direct debit V12 RETAIL FINANCE 200816 70025127","Loans","Repayments","070436 XXXX9656","N/A","N/A",""
"2022-03-07",-11,"ICELAND PERTH FW LONDON GBR 05130862065910035320511","Groceries","Shopping","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-07",-135.14,"Direct debit BT GROUP PLC 200000 10596159","TV & internet","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-03-07",-10,"SQ *CLAN ENTERTAINMENT Glasgow GBR 85230742064209647368620","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-07",-38,"SQ *CLAN ENTERTAINMENT Glasgow GBR 85230742064209646250738","June","Gifts and giving","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-07",-21,"SQ *CLAN ENTERTAINMENT Glasgow GBR 85230742064209646111955","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-07",-40,"P & K IP PERTH NW GBR 05272472064910008442349","Garden","Household","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-04",-25.4,"WWW.CLANIHC.COM COLINDALE LND 85383902062000002512424","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-03",-25,"Standing order MORTGAGE 070094 44444445","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",""
"2022-03-03",-23.6,"SumUp *Happy Valley T Perth, GBR 85230742061208592086792","Eating out","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-03",-878.24,"To mortgage a/c A MACNAIR 72663742203","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",""
"2022-03-03",-23.94,"Direct Debit - First Payment LV PET 300002 00128223","Tanski","Gifts and giving","070436 XXXX9656","N/A","N/A",""
"2022-03-03",-24.35,"Direct debit AIG LIFE LTD 400250 81392549","Household insurance","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-03-03",-94.9,"Direct debit OCTOPUS ENERGY 400328 43807509","Utilities","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-03-02",-25.4,"WWW.CLANIHC.COM COLINDALE LND 85383902060000003935691","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-02",-4.95,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",""
"2022-03-02",-230,"MOTORPOINT ARENA NOTTINGHAM 85481472060384321028370","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-03-01",-289.85,"Direct debit RCIFINSERV-OMEGA 601732 10616098","Car Loan","Transport","070436 XXXX9656","N/A","N/A",
"2022-02-28",-22.99,"AMZNMktplace amazon.co.uk","Home maintenance","Household","489396XXXXXX2001","N/A","N/A",
"2022-02-28",-14.99,"Premier Media Broadcas Dublin IRL 15265672057000167466834","TV & internet","Bills and utilities","MR ALISTAIR MACNAIR","N/A","N/A",
"2022-02-28",-65.2,"Direct debit EE LIMITED 400250 41254987","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2022-02-28",-16.49,"HPI INSTANT INK UK WWW.HP.COM","Printing","Business","489396XXXXXX2001","N/A","N/A",
"2022-02-28",-13,"Monthly Account Fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2022-02-24",-12,"Direct debit PAYPAL PAYMENT 609242 40317401","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2022-02-23",-7.99,"Amazon Music*2R1CP81H4 amazon.co.uk","Online services","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2022-02-23",-7.14,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2022-02-22",-3450,"MY NATIONWIDE","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2022-02-22",180,"PAYMENT RECEIVED -- THANK YOU","Credit card payments","Transfers","489396XXXXXX2001","N/A","N/A",
"2022-02-22",3450,"Transfer from A MACNAIR 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2022-02-22",-30,"ALISTAIR MACNAIR 500000000892827411","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2022-02-22",650,"PAYMENT RECEIVED - THANK YOU 020707043605369656GBP","Credit card payments","Transfers","MR ALISTAIR MACNAIR","N/A","N/A",
"2022-02-22",30,"Bank credit A MacNair 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2022-02-22",-650,"Payment to SAINSBURYS CLASSIC","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2022-02-22",-180,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2022-02-21",-5,"SQ *CLAN ENTERTAINMENT LIGlasgow","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",
"2022-02-21",-11.99,"GOOGLE YouTubePremium London GBR 15265672049008568770135","Online services","Bills and utilities","MR ALISTAIR MACNAIR","N/A","N/A",
