Trans_Date,Category,Sub_Category,Trans_Description,Trans_Amount,Year,Month_Number,Day_Number
2016-04-02,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,300.0,2016,4,2
2016-04-02,Gifts:Mum & Dad,Hospital TV,Hospital TV,-15.0,2016,4,2
2016-04-02,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,150.0,2016,4,2
2016-04-02,Travel:Fuel,Sainsbury Petrol,Sainsbury Petrol,-41.67,2016,4,2
2016-04-02,Transfer (Outward),Transfer to Savings Nationwide,Transfer to Savings Nationwide,-300.0,2016,4,2
2016-04-02,Transfer (Outward),Transfer to Cash,Transfer to Cash,-150.0,2016,4,2
2016-04-04,Gifts:Liam,Liam,Liam,-20.0,2016,4,4
2016-04-04,Food:Lunch,Lunch At Work,Lunch At Work,-3.65,2016,4,4
2016-04-04,Travel:Bus,Bus,Bus,-3.0,2016,4,4
2016-04-05,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-5.0,2016,4,5
2016-04-05,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,9.99,2016,4,5
2016-04-05,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-9.99,2016,4,5
2016-04-05,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,5.0,2016,4,5
2016-04-05,Household:Gas & Electricity,Extra Energy,Extra Energy,-37.0,2016,4,5
2016-04-05,Household:Phone &  Broadband,BT,BT,-85.66,2016,4,5
2016-04-06,Tax:Alistair,Corporation Tax,Corporation Tax,-505.8,2016,4,6
2016-04-06,Food:Lunch,Lunch At Work,Lunch At Work,-7.65,2016,4,6
2016-04-06,Travel:Train,Train To Edinburgh,Train To Edinburgh,-17.0,2016,4,6
2016-04-06,Travel:Bus,Bus,Bus,-2.0,2016,4,6
2016-04-07,Household:Council Tax,South Lanarkshire Council,South Lanarkshire Council,-222.63,2016,4,7
2016-04-08,Food:Take Away,Take Away,Take Away,-20.0,2016,4,8
2016-04-11,Investment,ADVFN,ADVFN,-8.06,2016,4,11
2016-04-11,Restaurant,Eatitaliano,Eatitaliano,-60.75,2016,4,11
2016-04-11,Food:Lunch,Lunch At Work,Lunch At Work,-1.45,2016,4,11
2016-04-11,Travel:Fuel,Sainsbury Petrol,Sainsbury Petrol,-42.68,2016,4,11
2016-04-11,Travel:Bus,Bus,Bus,-3.2,2016,4,11
2016-04-12,Mobile:Mobile Phone Bills,Vodafone,Vodafone,-26.75,2016,4,12
2016-04-12,Gifts:Mum & Dad,Mum,Mum,-20.0,2016,4,12
2016-04-12,Food:Lunch,Lunch,Lunch,-10.8,2016,4,12
2016-04-12,Gifts:Mum & Dad,Dunelm,Dunelm,-57.44,2016,4,12
2016-04-13,Food:Lunch,Lunch At Work,Lunch At Work,-6.45,2016,4,13
2016-04-14,Household:Maintenance,Currys -  Hamilton,Currys -  Hamilton,-109.99,2016,4,14
2016-04-16,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-17.02,2016,4,16
2016-04-16,Food:Take Away,Take Away,Take Away,-22.5,2016,4,16
2016-04-16,Transfer (Inward),Transfer from Smile Current Account,Transfer from Smile Current Account,17.02,2016,4,16
2016-04-16,Gifts:Liam,Skatepark,Skatepark,-5.0,2016,4,16
2016-04-16,Food:Lunch,Lunch,Lunch,-12.5,2016,4,16
2016-04-18,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,4,18
2016-04-18,Travel:Bus,Bus,Bus,-3.2,2016,4,18
2016-04-18,Travel:Fuel,Sainsburys Petrol,Sainsburys Petrol,-44.16,2016,4,18
2016-04-18,Food:Lunch,Lunch At Work,Lunch At Work,-8.65,2016,4,18
2016-04-18,Insurance,Credit Expert,Credit Expert,-14.99,2016,4,18
2016-04-18,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,4,18
2016-04-18,Shopping,Shopping Asda,Shopping Asda,-0.7,2016,4,18
2016-04-19,Insurance:Life Insurance,L&G,L&G,-16.84,2016,4,19
2016-04-20,Income,Salary,Salary,3185.31,2016,4,20
2016-04-20,Shopping,Amazon - General,Amazon - General,-6.95,2016,4,20
2016-04-20,Gifts:Mum & Dad,Amazon,Amazon,-5.6,2016,4,20
2016-04-21,Travel:Bus,Bus,Bus,-3.2,2016,4,21
2016-04-21,Food:Lunch,Lunch At Work,Lunch At Work,-8.0,2016,4,21
2016-04-22,Shopping,Asda,Asda,-6.5,2016,4,22
2016-04-22,Food:Lunch,Lunch At Work,Lunch At Work,-8.7,2016,4,22
2016-04-22,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,4,22
2016-04-22,Shopping,Shopping Asda,Shopping Asda,-4.0,2016,4,22
2016-04-22,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,4,22
2016-04-22,Travel:Bus,Bus,Bus,-3.2,2016,4,22
2016-04-23,Gifts:Liam,Go Henry,Go Henry,-10.5,2016,4,23
2016-04-24,Others,Currys Fitbit,Currys Fitbit,-79.98,2016,4,24
2016-04-25,Transfer (Outward),Transfer to RBS Credit Card,Transfer to RBS Credit Card,-447.0,2016,4,25
2016-04-25,Food:Take Away,Take Away,Take Away,-25.0,2016,4,25
2016-04-25,Transfer (Outward),Transfer to Smile Current Account,Transfer to Smile Current Account,-450.0,2016,4,25
2016-04-25,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,450.0,2016,4,25
2016-04-25,Travel:Bus,Bus,Bus,-3.2,2016,4,25
2016-04-25,Travel:Fuel,Sainsbury Petrol,Sainsbury Petrol,-39.36,2016,4,25
2016-04-25,Transfer (Inward),Transfer from Smile Current Account,Transfer from Smile Current Account,447.0,2016,4,25
2016-04-25,Food:Lunch,Lunch At Work,Lunch At Work,-6.49,2016,4,25
2016-04-26,Transfer (Outward),Transfer to Cash,Transfer to Cash,-100.0,2016,4,26
2016-04-26,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,100.0,2016,4,26
2016-04-26,Gifts:Mum & Dad,B &  M,B &  M,-1.49,2016,4,26
2016-04-27,Shopping,Asda,Asda,-14.5,2016,4,27
2016-04-27,Food:Lunch,Lunch At Work,Lunch At Work,-10.5,2016,4,27
2016-04-27,Travel:Bus,Bus,Bus,-3.2,2016,4,27
2016-04-28,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-3000.0,2016,4,28
2016-04-28,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,3000.0,2016,4,28
2016-04-28,Food:Lunch,Lunch At Work,Lunch At Work,-6.35,2016,4,28
2016-04-28,Mobile:Mobile Phone Bills,EE,EE,-43.81,2016,4,28
2016-04-28,Travel:Bus,Bus,Bus,-3.2,2016,4,28
2016-04-29,Transfer (Outward),Transfer to Smile Current Account,Transfer to Smile Current Account,-150.0,2016,4,29
2016-04-29,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,150.0,2016,4,29
2016-04-29,Food:Take Away,Take Away,Take Away,-21.3,2016,4,29
2016-04-30,Bank:Bank Charges,Bank Interest,Bank Interest,2.52,2016,4,30
2016-04-30,Others,Don't Know,Don't Know,-10.0,2016,4,30
2016-04-30,Bank:Bank Charges,Nationwide Subscription,Nationwide Subscription,-10.0,2016,4,30
2016-04-30,Shopping,Asda,Asda,-7.17,2016,4,30
2016-04-30,Gifts:Liam,Spotify,Spotify,-9.99,2016,4,30
2016-04-30,Sports & Recreation:Football,Football,Football,-8.0,2016,4,30
2016-05-01,Household:Maintenance,Scottish Gas,Scottish Gas,-18.54,2016,5,1
2016-05-01,Household:TV,TV Licence,TV Licence,-12.12,2016,5,1
2016-05-02,Travel:Fuel,Fuel Sainsburys,Fuel Sainsburys,-44.71,2016,5,2
2016-05-02,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,400.0,2016,5,2
2016-05-02,Food:Take Away,KFC,KFC,-14.9,2016,5,2
2016-05-02,Gifts:Liam,B&Q,B&Q,-23.27,2016,5,2
2016-05-02,Transfer (Outward),Transfer to Savings Nationwide,Transfer to Savings Nationwide,-400.0,2016,5,2
2016-05-02,Gifts:Liam,Swimming,Swimming,-13.05,2016,5,2
2016-05-03,Food:Take Away,Chippy,Chippy,-12.95,2016,5,3
2016-05-03,Gifts:Liam,Go Henry,Go Henry,-10.5,2016,5,3
2016-05-03,Bank:Bank Charges,Bank Interest,Bank Interest,2.21,2016,5,3
2016-05-03,Food:Take Away,Take Away,Take Away,-21.0,2016,5,3
2016-05-03,Gifts:Liam,Go Henry,Go Henry,-40.0,2016,5,3
2016-05-03,Car:Car Loan,RCI,RCI,-285.55,2016,5,3
2016-05-03,Household:Mortgage,Mortgage Express,Mortgage Express,-813.71,2016,5,3
2016-05-04,Gifts:Liam,Liam,Liam,-20.0,2016,5,4
2016-05-04,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,5,4
2016-05-04,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,5,4
2016-05-04,Travel:Bus,Bus,Bus,-3.2,2016,5,4
2016-05-04,Food:Lunch,Lunch At Work,Lunch At Work,-9.5,2016,5,4
2016-05-05,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-9.99,2016,5,5
2016-05-05,Travel:Bus,Bus,Bus,-3.2,2016,5,5
2016-05-05,Household:Phone &  Broadband,BT,BT,-84.92,2016,5,5
2016-05-05,Food:Lunch,Lunch At Work,Lunch At Work,-5.7,2016,5,5
2016-05-05,Household:Gas & Electricity,Extra Energy,Extra Energy,-37.0,2016,5,5
2016-05-05,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,9.99,2016,5,5
2016-05-05,Gifts:June,Gift June,Gift June,-8.54,2016,5,5
2016-05-05,Entertainment,Amazon -  Music,Amazon -  Music,-16.47,2016,5,5
2016-05-06,Food:Take Away,Chinese,Chinese,-15.5,2016,5,6
2016-05-06,Shopping,Shopping Asda,Shopping Asda,-2.4,2016,5,6
2016-05-07,Travel:Fuel,Sainsbury Petrol,Sainsbury Petrol,-36.53,2016,5,7
2016-05-07,Sports & Recreation:Football,Football,Football,-8.0,2016,5,7
2016-05-09,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,5.0,2016,5,9
2016-05-09,Household:Phone &  Broadband,1 And 1,1 And 1,-17.53,2016,5,9
2016-05-09,Transfer (Outward),Transfer to Cash,Transfer to Cash,-150.0,2016,5,9
2016-05-09,Travel:Bus,Bus,Bus,-3.2,2016,5,9
2016-05-09,Transfer (Outward),Transfer to Savings Nationwide,Transfer to Savings Nationwide,-100.0,2016,5,9
2016-05-09,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,150.0,2016,5,9
2016-05-09,Household:Council Tax,South Lanarkshire Council,South Lanarkshire Council,-220.0,2016,5,9
2016-05-09,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,100.0,2016,5,9
2016-05-09,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-5.0,2016,5,9
2016-05-10,Gifts:June,Gift June,Gift June,-38.0,2016,5,10
2016-05-10,Gifts:Mum & Dad,Dad Birthday,Dad Birthday,-27.0,2016,5,10
2016-05-10,Food:Lunch,Lunch At Work,Lunch At Work,-6.3,2016,5,10
2016-05-10,Food,Food,Food,-7.0,2016,5,10
2016-05-11,Investment,ADVFN,ADVFN,-8.06,2016,5,11
2016-05-11,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-17.53,2016,5,11
2016-05-11,Shopping,Shopping Asda,Shopping Asda,-29.0,2016,5,11
2016-05-11,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,17.53,2016,5,11
2016-05-12,Travel:Fuel,Sainsbury Petrol,Sainsbury Petrol,-42.49,2016,5,12
2016-05-12,Food:Lunch,Lunch At Work,Lunch At Work,-6.85,2016,5,12
2016-05-12,Travel:Bus,Bus,Bus,-3.2,2016,5,12
2016-05-13,Food:Lunch,Lunch At Work,Lunch At Work,-9.95,2016,5,13
2016-05-13,Travel:Bus,Bus,Bus,-3.2,2016,5,13
2016-05-14,Food:Take Away,Take Away,Take Away,-15.3,2016,5,14
2016-05-14,Sports & Recreation:Football,Football,Football,-24.0,2016,5,14
2016-05-14,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,5,14
2016-05-14,Shopping,Shopping Asda,Shopping Asda,-4.5,2016,5,14
2016-05-14,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,5,14
2016-05-15,Food:Take Away,Take Away,Take Away,-20.0,2016,5,15
2016-05-16,Mobile:Mobile Phone Bills,Vodafone,Vodafone,-28.62,2016,5,16
2016-05-16,Food:Lunch,Lunch At Work,Lunch At Work,-5.55,2016,5,16
2016-05-16,Travel:Bus,Bus,Bus,-3.2,2016,5,16
2016-05-17,Income,Salary -  Bonus,Salary -  Bonus,10.88,2016,5,17
2016-05-18,Shopping,Shopping Asda,Shopping Asda,-19.76,2016,5,18
2016-05-18,Insurance,Credit Expert,Credit Expert,-14.99,2016,5,18
2016-05-19,Insurance:Life Insurance,L&G,L&G,-16.84,2016,5,19
2016-05-19,Travel:Bus,Bus,Bus,-3.2,2016,5,19
2016-05-19,Food:Lunch,Lunch At Work,Lunch At Work,-6.69,2016,5,19
2016-05-20,Income,Salary,Salary,3185.3,2016,5,20
2016-05-20,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,5,20
2016-05-20,Travel:Bus,Bus,Bus,-3.2,2016,5,20
2016-05-20,Shopping,Shopping Asda,Shopping Asda,-4.0,2016,5,20
2016-05-20,Food:Lunch,Lunch At Work,Lunch At Work,-11.69,2016,5,20
2016-05-20,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,5,20
2016-05-21,Travel:Fuel,Sainsbury Petrol,Sainsbury Petrol,-47.93,2016,5,21
2016-05-23,Gifts:Mum & Dad,Amazon - General,Amazon - General,-8.99,2016,5,23
2016-05-23,Food:Take Away,7 Spices,7 Spices,-20.0,2016,5,23
2016-05-23,Shopping,B&M,B&M,-19.95,2016,5,23
2016-05-23,Gifts:Liam,Go Henry,Go Henry,-19.44,2016,5,23
2016-05-23,Shopping,Amazon - General,Amazon - General,-4.95,2016,5,23
2016-05-23,Shopping,Amazon - General,Amazon - General,-6.88,2016,5,23
2016-05-25,Shopping,Asda,Asda,-4.0,2016,5,25
2016-05-25,Shopping,Asda,Asda,-13.0,2016,5,25
2016-05-25,Food:Lunch,Lunch At Work,Lunch At Work,-9.0,2016,5,25
2016-05-25,Travel:Bus,Bus,Bus,-3.2,2016,5,25
2016-05-26,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-110.0,2016,5,26
2016-05-26,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,110.0,2016,5,26
2016-05-26,Travel:Bus,Bus,Bus,-3.2,2016,5,26
2016-05-26,Food:Lunch,Lunch At Work,Lunch At Work,-6.74,2016,5,26
2016-05-27,Shopping,Asda,Asda,-4.0,2016,5,27
2016-05-27,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,5,27
2016-05-27,Food:Take Away,Chinese,Chinese,-26.8,2016,5,27
2016-05-27,Gifts:June,Flowers,Flowers,-43.5,2016,5,27
2016-05-27,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,5,27
2016-05-27,Gifts:June,Clinton Cards,Clinton Cards,-8.04,2016,5,27
2016-05-28,Sports & Recreation:Football,Football Forth V Girvan,Football Forth V Girvan,-15.5,2016,5,28
2016-05-28,Gifts:Liam,Go Henry,Go Henry,-20.5,2016,5,28
2016-05-28,Shopping,Shopping Asda,Shopping Asda,-10.51,2016,5,28
2016-05-29,Restaurant,Mr Singhs,Mr Singhs,-31.6,2016,5,29
2016-05-30,Household:Maintenance,Newton Property,Newton Property,-211.86,2016,5,30
2016-05-30,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-3000.0,2016,5,30
2016-05-30,Travel:Fuel,Sainsbury Petrol,Sainsbury Petrol,-45.81,2016,5,30
2016-05-30,Gifts:Liam,Spotify,Spotify,-9.99,2016,5,30
2016-05-30,Gifts:Samantha,Amazon,Amazon,-11.77,2016,5,30
2016-05-30,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,3000.0,2016,5,30
2016-05-31,Gifts:Samantha,Samantha -  Birthday,Samantha -  Birthday,-275.0,2016,5,31
2016-05-31,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,150.0,2016,5,31
2016-05-31,Mobile:Mobile Phone Bills,EE,EE,-43.42,2016,5,31
2016-05-31,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,300.0,2016,5,31
2016-05-31,Transfer (Outward),Transfer to RBS Credit Card,Transfer to RBS Credit Card,-4.59,2016,5,31
2016-05-31,Entertainment,Amazon -  Music,Amazon -  Music,-21.99,2016,5,31
2016-05-31,Computer,Currys -  Hamilton,Currys -  Hamilton,-629.99,2016,5,31
2016-05-31,Bank:Bank Charges,Bank Charges,Bank Charges,-10.0,2016,5,31
2016-05-31,Transfer (Outward),Transfer to Smile Current Account,Transfer to Smile Current Account,-150.0,2016,5,31
2016-05-31,Transfer (Outward),Transfer to Cash,Transfer to Cash,-300.0,2016,5,31
2016-05-31,Transfer (Inward),Transfer from Smile Current Account,Transfer from Smile Current Account,4.59,2016,5,31
2016-05-31,Bank:Bank Charges,Bank Interest,Bank Interest,1.98,2016,5,31
2016-06-01,Food:Lunch,Lunch At Work,Lunch At Work,-11.0,2016,6,1
2016-06-01,Household:TV,TV Licence,TV Licence,-12.12,2016,6,1
2016-06-01,Gifts:Liam,Go Henry,Go Henry,-60.0,2016,6,1
2016-06-01,Travel:Bus,Bus,Bus,-3.2,2016,6,1
2016-06-01,Household:Maintenance,Scottish Gas,Scottish Gas,-18.54,2016,6,1
2016-06-01,Household:Mortgage,Mortgage Express,Mortgage Express,-813.71,2016,6,1
2016-06-01,Food:Lunch,Breakfast,Breakfast,-3.6,2016,6,1
2016-06-01,Gifts:Samantha,Cake,Cake,-25.0,2016,6,1
2016-06-01,Gifts:Samantha,Italian,Italian,-224.65,2016,6,1
2016-06-01,Car:Car Loan,RCI,RCI,-285.55,2016,6,1
2016-06-01,Bank:Bank Charges,Bank Interest,Bank Interest,3.0,2016,6,1
2016-06-01,Car,Road Tax,Road Tax,-20.0,2016,6,1
2016-06-02,Food:Lunch,Lunch At Work,Lunch At Work,-7.44,2016,6,2
2016-06-02,Car,Car Service,Car Service,-87.8,2016,6,2
2016-06-02,Travel:Bus,Bus,Bus,-3.2,2016,6,2
2016-06-02,Food:Take Away,Chippy,Chippy,-16.08,2016,6,2
2016-06-02,Computer,Currys,Currys,-7.99,2016,6,2
2016-06-03,Food:Take Away,Chinese,Chinese,-12.35,2016,6,3
2016-06-03,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-9.99,2016,6,3
2016-06-03,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,9.99,2016,6,3
2016-06-04,Gifts:Liam,Liam,Liam,-20.0,2016,6,4
2016-06-04,Sports & Recreation:Football,Football,Football,-11.4,2016,6,4
2016-06-04,Travel:Fuel,Fuel Sainsburys,Fuel Sainsburys,-46.32,2016,6,4
2016-06-04,Food:Lunch,Lunch,Lunch,-5.5,2016,6,4
2016-06-06,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,5.0,2016,6,6
2016-06-06,Household:Gas & Electricity,Extra Energy,Extra Energy,-37.0,2016,6,6
2016-06-06,Travel:Bus,Bus,Bus,-3.2,2016,6,6
2016-06-06,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-5.0,2016,6,6
2016-06-06,Food:Lunch,Lunch At Work,Lunch At Work,-9.35,2016,6,6
2016-06-06,Household:Phone &  Broadband,BT,BT,-85.85,2016,6,6
2016-06-06,Software,Microsoft Office,Microsoft Office,-9.95,2016,6,6
2016-06-06,Food:Take Away,Indian,Indian,-24.5,2016,6,6
2016-06-07,Gifts:June,June Hair,June Hair,-80.0,2016,6,7
2016-06-07,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,6,7
2016-06-07,Shopping,Shopping,Shopping,-7.95,2016,6,7
2016-06-07,Transfer (Outward),Transfer to Cash,Transfer to Cash,-80.0,2016,6,7
2016-06-07,Food:Lunch,Lunch,Lunch,-9.79,2016,6,7
2016-06-07,Shopping,Shopping Sainsburys,Shopping Sainsburys,-10.05,2016,6,7
2016-06-07,Gifts:Samantha,Samantha,Samantha,-5.5,2016,6,7
2016-06-07,Household:Council Tax,South Lanarkshire Council,South Lanarkshire Council,-220.0,2016,6,7
2016-06-07,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,6,7
2016-06-07,Gifts:June,Amazon,Amazon,-6.3,2016,6,7
2016-06-07,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,80.0,2016,6,7
2016-06-08,Shopping,Sainsbury Shopping,Sainsbury Shopping,-27.05,2016,6,8
2016-06-08,Travel:Bus,Bus,Bus,-3.2,2016,6,8
2016-06-09,Travel:Fuel,Sainsburys Petrol,Sainsburys Petrol,-43.3,2016,6,9
2016-06-09,Travel:Bus,Bus,Bus,-3.2,2016,6,9
2016-06-09,Food:Lunch,Lunch At Work,Lunch At Work,-7.34,2016,6,9
2016-06-10,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-108.05,2016,6,10
2016-06-10,Transfer (Outward),Transfer to Smile Current Account,Transfer to Smile Current Account,-108.05,2016,6,10
2016-06-10,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,6,10
2016-06-10,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,108.05,2016,6,10
2016-06-10,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,6,10
2016-06-10,Transfer (Inward),Transfer from Smile Current Account,Transfer from Smile Current Account,108.05,2016,6,10
2016-06-10,Bank:Bank Charges,Bank Interest,Bank Interest,-3.12,2016,6,10
2016-06-11,Food:Take Away,Indian,Indian,-20.0,2016,6,11
2016-06-11,Shopping,Asda,Asda,-9.18,2016,6,11
2016-06-11,Investment,ADVFN,ADVFN,-8.06,2016,6,11
2016-06-11,Sports & Recreation:Football,Football,Football,-7.0,2016,6,11
2016-06-12,Mobile:Mobile Phone Bills,Vodafone,Vodafone,-28.62,2016,6,12
2016-06-13,Gifts,Gift Dinesh,Gift Dinesh,-5.0,2016,6,13
2016-06-13,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,6,13
2016-06-13,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,6,13
2016-06-13,Gifts:June,Amazon,Amazon,-25.42,2016,6,13
2016-06-13,Travel:Bus,Bus,Bus,-3.2,2016,6,13
2016-06-13,Shopping,Asda,Asda,-4.91,2016,6,13
2016-06-13,Food:Lunch,Lunch At Work,Lunch At Work,-5.5,2016,6,13
2016-06-14,Food:Take Away,Chinese,Chinese,-12.1,2016,6,14
2016-06-15,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,85.99,2016,6,15
2016-06-15,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-85.99,2016,6,15
2016-06-15,Food:Lunch,Lunch At Work,Lunch At Work,-7.59,2016,6,15
2016-06-15,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,17.99,2016,6,15
2016-06-15,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-17.99,2016,6,15
2016-06-15,Travel:Bus,Bus,Bus,-3.2,2016,6,15
2016-06-16,Gifts:June,Simply Red,Simply Red,-113.5,2016,6,16
2016-06-16,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,6,16
2016-06-16,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,6,16
2016-06-16,Travel:Bus,Bus,Bus,-3.2,2016,6,16
2016-06-17,Food:Lunch,Lunch At Work,Lunch At Work,-6.54,2016,6,17
2016-06-18,Travel:Fuel,Sainsbury Petrol,Sainsbury Petrol,-46.5,2016,6,18
2016-06-18,Insurance,Credit Expert,Credit Expert,-14.99,2016,6,18
2016-06-19,Car:Car Insurance,Car Insurance,Car Insurance,-200.43,2016,6,19
2016-06-19,Food:Take Away,Indian,Indian,-22.0,2016,6,19
2016-06-19,Insurance:Life Insurance,L&G,L&G,-16.84,2016,6,19
2016-06-19,Shopping,Sainsbury Shopping,Sainsbury Shopping,-30.0,2016,6,19
2016-06-20,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-103.98,2016,6,20
2016-06-20,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,6,20
2016-06-20,Food:Lunch,Lunch At Work,Lunch At Work,-3.7,2016,6,20
2016-06-20,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,400.0,2016,6,20
2016-06-20,Travel:Bus,Bus,Bus,-3.2,2016,6,20
2016-06-20,Transfer (Inward),Transfer from PayPal,Transfer from PayPal,103.98,2016,6,20
2016-06-20,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,6,20
2016-06-20,Shopping,Asda,Asda,-10.04,2016,6,20
2016-06-20,Income,Salary,Salary,3760.51,2016,6,20
2016-06-20,Shopping,Asda,Asda,-27.5,2016,6,20
2016-06-20,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-400.0,2016,6,20
2016-06-20,Gifts:Mum & Dad,Amazon,Amazon,-25.48,2016,6,20
2016-06-20,June Monthly Allowance,June,June,-200.0,2016,6,20
2016-06-21,Shopping,Asda,Asda,-6.3,2016,6,21
2016-06-22,Travel:Bus,Bus,Bus,-3.2,2016,6,22
2016-06-22,Food:Lunch,Lunch At Work,Lunch At Work,-7.3,2016,6,22
2016-06-23,Travel:Bus,Bus,Bus,-3.2,2016,6,23
2016-06-24,Transfer (Outward),Transfer to Savings Nationwide,Transfer to Savings Nationwide,-200.0,2016,6,24
2016-06-24,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,200.0,2016,6,24
